tab2.txt
  Starting - Character - Format - Unit - Explanation 
1  F5.2  none    log# (age in years)
7    I5  Mo/Myr  best SFR# (Z=0.008) (Units are 10^-6 solar mass/yr)
13   I5  Mo/Myr  lower-limit SFR# (Z=0.008)
19   I5  Mo/Myr  upper-limit SFR# (Z=0.008)
25   I5  Mo/Myr  best SFR# (Z=0.004)
31   I5  Mo/Myr  lower-limit SFR# (Z=0.004)
37   I5  Mo/Myr  upper-limit SFR# (Z=0.004)
43   I5  Mo/Myr  best SFR# (Z=0.0025)
49   I5  Mo/Myr  lower-limit SFR# (Z=0.0025)
55   I5  Mo/Myr  upper-limit SFR# (Z=0.0025)
61   I5  Mo/Myr  best SFR# (Z=0.001)
67   I5  Mo/Myr  lower-limit SFR# (Z=0.001)
73   I5  Mo/Myr  upper-limit SFR# (Z=0.001)
tab2.txt
                             # Region AA
                      # ( 04h  31m  -72d  17m )
 8.80     14     0    32     1     0    20     0     0    16     0     0    14
 8.60     13     0    36     0     0    23    26     3    51     9     0    29
 8.40      0     0    25     0     0    25     0     0    27    17     0    49
 8.20      0     0    29     3     0    35     0     0    37    36     0    77
 8.00      0     0    28     0     0    32     0     0    40    62    21   111
 7.70      0     0    27     0     0     0     0     0     0     0     0     0
 7.40     14     0    73     0     0     0     0     0     0     0     0     0
 7.10     61     0   144     0     0     0     0     0     0     0     0     0
 6.80      0     0   147     0     0     0     0     0     0     0     0     0
                             # Region CA
                      # ( 04h  40m  -72d  17m )
10.20      0     0     4     0     0     7     0     0    13    50    36    68
10.00      0     0     3     0     0     7     0     0    15    41    26    57
 9.80      0     0     4     0     0     8     0     0    18    20     4    38
 9.60      0     0     5     0     0    11     0     0    20     0     0    18
 9.40      0     0     9   240   212   265   226   201   250     0     0    16
 9.20     19     0    42    47    25    68     0     0    15     0     0    10
 9.00     60    41    80     0     0    13     0     0     8     0     0     8
 8.80      0     0    21     0     0    14     0     0    16    22    10    37
 8.60      0     0    19    22     6    45    10     0    33     0     0    14
 8.40      0     0    15     0     0    12     0     0    12     0     0    12
 8.20      0     0    12     0     0    19     3     0    27    12     0    38
 8.00      0     0    19     0     0    23    28     0    60     1     0    32
 7.70      3     0    28     0     0     0     0     0     0     0     0     0
 7.40      6     0    32     0     0     0     0     0     0     0     0     0
 7.10      0     0    28     0     0     0     0     0     0     0     0     0
 6.80      0     0    54     0     0     0     0     0     0     0     0     0
                             # Region CB
                      # ( 04h  40m  -71d  54m )
